Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1991,WEEK #29,7/21/91,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,55,
SURVEY,1991,WEEK #30,7/28/91,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,65,
SURVEY,1991,WEEK #31,8/4/91,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,80,
SURVEY,1991,WEEK #32,8/11/91,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,1991,WEEK #33,8/18/91,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,95,
SURVEY,1990,WEEK #26,7/1/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1990,WEEK #27,7/8/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,1990,WEEK #28,7/15/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,25,
SURVEY,1990,WEEK #29,7/22/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,30,
SURVEY,1990,WEEK #30,7/29/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,40,
SURVEY,1990,WEEK #31,8/5/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,55,
SURVEY,1990,WEEK #32,8/12/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,75,
SURVEY,1990,WEEK #33,8/19/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,1990,WEEK #34,8/26/90,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,98,
SURVEY,1989,WEEK #26,7/2/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1989,WEEK #27,7/9/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,10,
SURVEY,1989,WEEK #28,7/16/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,20,
SURVEY,1989,WEEK #29,7/23/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,35,
SURVEY,1989,WEEK #30,7/30/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,40,
SURVEY,1989,WEEK #31,8/6/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,55,
SURVEY,1989,WEEK #32,8/13/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,80,
SURVEY,1989,WEEK #33,8/20/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,95,
SURVEY,1989,WEEK #34,8/27/89,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,96,
SURVEY,1988,WEEK #26,7/3/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1988,WEEK #27,7/10/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,1988,WEEK #28,7/17/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,35,
SURVEY,1988,WEEK #29,7/24/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,55,
SURVEY,1988,WEEK #30,7/31/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,70,
SURVEY,1988,WEEK #31,8/7/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,1988,WEEK #32,8/14/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,95,
SURVEY,1988,WEEK #33,8/21/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,97,
SURVEY,1988,WEEK #34,8/28/88,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,99,
SURVEY,1987,WEEK #27,7/5/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,1987,WEEK #28,7/12/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,30,
SURVEY,1987,WEEK #29,7/19/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,45,
SURVEY,1987,WEEK #30,7/26/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,65,
SURVEY,1987,WEEK #31,8/2/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,75,
SURVEY,1987,WEEK #32,8/9/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,85,
SURVEY,1987,WEEK #33,8/16/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,1987,WEEK #34,8/23/87,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,95,
SURVEY,1986,WEEK #27,7/6/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,1986,WEEK #28,7/13/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,30,
SURVEY,1986,WEEK #29,7/20/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,40,
SURVEY,1986,WEEK #30,7/27/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,60,
SURVEY,1986,WEEK #31,8/3/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,80,
SURVEY,1986,WEEK #32,8/10/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,1986,WEEK #33,8/17/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,100,
SURVEY,1986,WEEK #34,8/24/86,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,100,
SURVEY,1985,WEEK #26,6/30/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1985,WEEK #27,7/7/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,10,
SURVEY,1985,WEEK #28,7/14/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,20,
SURVEY,1985,WEEK #29,7/21/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,25,
SURVEY,1985,WEEK #30,7/28/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,45,
SURVEY,1985,WEEK #31,8/4/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,60,
SURVEY,1985,WEEK #32,8/11/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,80,
SURVEY,1985,WEEK #33,8/18/85,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,1984,WEEK #26,7/1/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,2,
SURVEY,1984,WEEK #27,7/8/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1984,WEEK #28,7/15/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,1984,WEEK #29,7/22/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,35,
SURVEY,1984,WEEK #30,7/29/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,50,
SURVEY,1984,WEEK #31,8/5/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,70,
SURVEY,1984,WEEK #32,8/12/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,80,
SURVEY,1984,WEEK #33,8/19/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,85,
SURVEY,1984,WEEK #34,8/26/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,98,
SURVEY,1984,WEEK #35,9/2/84,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,99,
SURVEY,1983,WEEK #26,7/3/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,1,
SURVEY,1983,WEEK #27,7/10/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1983,WEEK #28,7/17/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,10,
SURVEY,1983,WEEK #29,7/24/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,20,
SURVEY,1983,WEEK #30,7/31/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,35,
SURVEY,1983,WEEK #31,8/7/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,55,
SURVEY,1983,WEEK #32,8/14/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,75,
SURVEY,1983,WEEK #33,8/21/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
SURVEY,1983,WEEK #34,8/28/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,97,
SURVEY,1983,WEEK #35,9/4/83,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,98,
SURVEY,1982,WEEK #28,7/18/82,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1982,WEEK #29,7/25/82,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,1982,WEEK #30,8/1/82,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,25,
SURVEY,1982,WEEK #31,8/8/82,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,35,
SURVEY,1982,WEEK #32,8/15/82,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,55,
SURVEY,1982,WEEK #33,8/22/82,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,65,
SURVEY,1982,WEEK #34,8/29/82,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,85,
SURVEY,1981,WEEK #28,7/12/81,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,5,
SURVEY,1981,WEEK #29,7/19/81,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,15,
SURVEY,1981,WEEK #30,7/26/81,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,30,
SURVEY,1981,WEEK #31,8/2/81,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,50,
SURVEY,1981,WEEK #32,8/9/81,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,65,
SURVEY,1981,WEEK #33,8/16/81,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,80,
SURVEY,1981,WEEK #34,8/23/81,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",TOTAL,NOT SPECIFIED,90,
